data,chuva_mm_dia,pressao_hpa,temperatura_c,temp_max_c,temp_min_c,umidade_pct,ano,evento_extremo
2018-02-14,0.0,1016.4083333333333,21.995833333333334,27.3,17.0,73.70833333333333,2018,0
2018-02-15,0.0,1016.2624999999999,22.78333333333333,27.9,17.3,68.70833333333333,2018,0
2018-02-16,0.0,1014.9,23.608333333333334,29.4,18.7,68.70833333333333,2018,0
2018-02-17,0.0,1010.9708333333333,24.275000000000002,31.0,19.4,70.95833333333333,2018,0
2018-02-18,0.0,1005.9208333333332,25.3875,33.1,20.1,69.5,2018,0
2018-02-19,0.6000000000000001,1001.15,24.995833333333334,28.8,21.4,73.29166666666667,2018,0
2018-02-20,28.2,997.4833333333332,23.287499999999998,26.0,22.0,91.83333333333333,2018,0
2018-02-21,13.4,1001.4625,22.820833333333336,29.0,19.9,90.04166666666667,2018,0
2018-02-22,1.7999999999999998,1005.7541666666666,21.483333333333334,26.9,17.9,81.75,2018,0
2018-02-23,0.0,1009.9833333333332,22.7375,27.7,18.6,80.91666666666667,2018,0
2018-02-24,0.0,1011.1541666666667,23.354166666666668,28.4,20.0,80.91666666666667,2018,0
2018-02-25,0.0,1010.5083333333333,24.1125,28.9,19.5,79.625,2018,0
2018-02-26,0.0,1008.7333333333332,24.083333333333332,29.0,19.8,80.04166666666667,2018,0
2018-02-27,25.4,1006.7416666666667,24.425,29.8,21.3,83.04166666666667,2018,0
2018-02-28,0.4,1006.1833333333334,23.508333333333336,28.4,20.3,86.75,2018,0
2018-03-01,0.0,1007.1833333333334,25.662499999999998,30.2,22.8,81.04166666666667,2018,0
2018-03-02,0.0,1008.8333333333334,25.770833333333332,29.8,22.8,80.95833333333333,2018,0
2018-03-03,0.0,1007.5041666666666,24.758333333333336,29.4,20.5,80.08333333333333,2018,0
2018-03-04,3.2,1003.8666666666667,25.21666666666667,32.4,22.0,81.29166666666667,2018,0
2018-03-05,0.2,1002.625,24.7625,30.8,21.1,84.41666666666667,2018,0
2018-03-06,0.0,1005.0458333333332,24.070833333333336,27.8,21.8,81.125,2018,0
2018-03-07,1.0,1008.3000000000001,21.708333333333332,26.2,17.8,68.875,2018,0
2018-03-08,0.0,1008.6833333333334,21.420833333333334,27.1,16.5,73.45833333333333,2018,0
2018-03-09,0.0,1006.975,22.329166666666666,27.4,18.3,76.125,2018,0
2018-03-10,0.0,1003.5541666666667,24.933333333333334,32.7,19.9,75.95833333333333,2018,0
2018-03-11,0.0,1001.6708333333332,26.337500000000002,34.2,21.9,75.54166666666667,2018,0
2018-03-12,7.8,1005.0583333333334,20.729166666666668,25.2,16.9,70.0,2018,0
2018-03-13,0.0,1005.3541666666666,20.991666666666667,27.7,15.1,68.75,2018,0
2018-03-14,0.0,1004.4499999999999,24.599999999999998,32.0,19.0,59.875,2018,0
2018-03-15,37.6,1001.3541666666666,23.933333333333334,26.7,21.6,85.33333333333333,2018,1
2018-03-16,0.0,1007.7541666666666,21.808333333333334,26.7,17.0,67.25,2018,0
2018-03-17,0.0,1006.2333333333332,23.7375,32.0,18.2,77.375,2018,0
2018-03-18,0.0,1000.5416666666666,27.645833333333332,35.8,22.1,74.25,2018,0
2018-03-19,7.8,1003.0916666666667,22.97083333333333,28.2,18.7,80.75,2018,0
2018-03-20,6.6000000000000005,1007.7958333333332,19.099999999999998,21.7,17.6,85.25,2018,0
2018-03-21,0.0,1010.0166666666668,19.650000000000002,23.8,16.7,80.79166666666667,2018,0
2018-03-22,0.0,1008.8583333333332,19.7,25.7,14.5,76.375,2018,0
2018-03-23,0.0,1005.1999999999999,23.879166666666666,32.4,17.6,74.20833333333333,2018,0
2018-03-24,20.0,1004.4958333333334,23.5625,29.4,20.1,86.91666666666667,2018,0
2018-03-25,10.600000000000001,1005.4708333333333,21.25,23.7,20.3,90.375,2018,0
2018-03-26,0.6000000000000001,1014.1083333333332,18.974999999999998,22.0,16.1,84.08333333333333,2018,0
2018-03-27,0.4,1013.1583333333333,20.754166666666666,22.4,19.6,91.95833333333333,2018,0
2018-03-28,0.4,1011.0875,22.837500000000002,26.8,20.6,89.875,2018,0
2018-03-29,2.6,1010.4375,22.979166666666668,27.0,21.0,92.54166666666667,2018,0
2018-03-30,0.0,1008.8166666666666,24.150000000000002,29.5,21.5,87.25,2018,0
2018-03-31,17.8,1006.525,22.445833333333336,24.3,20.7,96.04166666666667,2018,0
2018-04-01,6.3999999999999995,1002.9291666666667,22.025000000000002,24.8,20.6,95.04166666666667,2018,0
2018-04-02,20.6,1002.9208333333332,21.233333333333334,22.9,20.2,95.70833333333333,2018,0
2018-04-03,5.6,1005.5875,22.275000000000002,26.5,20.1,88.29166666666667,2018,0
2018-04-04,1.5999999999999999,1006.3416666666667,21.708333333333332,26.6,19.8,89.08333333333333,2018,0
2018-04-05,0.0,1006.85,21.745833333333334,26.6,18.0,84.29166666666667,2018,0
