data,chuva_mm_dia,pressao_hpa,temperatura_c,temp_max_c,temp_min_c,umidade_pct,ano,evento_extremo,chuva_lag1,chuva_lag2,pressao_lag1,chuva_mm7d,temp_mm7d,umid_mm7d,pressao_delta,mes_1,mes_2,mes_3,mes_4,mes_5,mes_6,mes_7,mes_8,mes_9,mes_10,mes_11,mes_12
2014-01-15,6.2,1006.3125,23.566666666666663,27.8,21.7,84.625,2014,0,6.0,1.8,1006.8416666666668,5.685714285714285,24.67083333333333,78.70833333333334,-0.5291666666668107,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-16,0.0,1007.05,25.02916666666667,30.8,19.2,71.66666666666667,2014,0,6.2,6.0,1006.3125,6.571428571428571,24.179761904761904,81.36904761904762,0.7374999999999545,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-17,0.0,1007.8208333333332,26.008333333333336,34.0,19.1,69.08333333333333,2014,0,0.0,6.2,1007.05,6.571428571428571,24.03988095238095,81.11904761904762,0.7708333333332575,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-18,0.0,1007.9291666666668,26.90833333333333,35.9,20.1,66.66666666666667,2014,0,0.0,0.0,1007.8208333333332,3.542857142857143,24.186904761904763,79.7202380952381,0.10833333333357587,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-19,0.0,1005.8875,28.58333333333333,36.2,22.2,59.0,2014,0,0.0,0.0,1007.9291666666668,2.7714285714285714,24.742857142857144,77.08333333333334,-2.0416666666667425,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-20,0.0,1004.5083333333332,30.275,36.9,23.7,50.54166666666666,2014,0,0.0,0.0,1005.8875,2.0,25.620833333333334,73.16071428571429,-1.3791666666668334,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-21,0.0,1002.4666666666668,30.245833333333334,37.1,22.4,41.458333333333336,2014,0,0.0,0.0,1004.5083333333332,1.7428571428571427,26.497023809523807,68.67857142857143,-2.0416666666664014,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-22,0.0,1003.9208333333332,30.629166666666663,36.4,25.6,60.79166666666666,2014,0,0.0,0.0,1002.4666666666668,0.8857142857142858,27.23095238095238,63.29166666666667,1.4541666666664241,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-23,0.0,1003.5166666666668,30.8625,36.9,25.1,61.16666666666666,2014,0,0.0,0.0,1003.9208333333332,0.0,28.239880952380954,59.88690476190476,-0.4041666666664696,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-24,0.0,1001.2791666666668,30.95,37.2,26.6,60.708333333333336,2014,0,0.0,0.0,1003.5166666666668,0.0,29.073214285714283,58.38690476190476,-2.2374999999999545,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-25,7.2,1009.5583333333334,21.92083333333333,25.3,19.7,82.125,2014,0,0.0,0.0,1001.2791666666668,0.0,29.779166666666665,57.19047619047619,8.279166666666583,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-26,2.2,1010.1916666666666,22.4375,26.5,19.6,82.375,2014,0,7.2,0.0,1009.5583333333334,1.0285714285714287,29.066666666666663,59.39880952380952,0.6333333333332121,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-27,0.4,1008.1916666666666,27.429166666666664,34.9,22.5,72.5,2014,0,2.2,7.2,1010.1916666666666,1.342857142857143,28.188690476190477,62.738095238095234,-2.0,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-28,2.6,1006.7833333333332,29.445833333333336,36.9,24.5,67.70833333333333,2014,0,0.4,2.2,1008.1916666666666,1.4000000000000001,27.782142857142855,65.875,-1.4083333333334167,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-29,0.0,1006.9375,30.075,37.5,25.4,64.375,2014,0,2.6,0.4,1006.7833333333332,1.7714285714285716,27.66785714285714,69.62499999999999,0.15416666666681067,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-30,0.7999999999999999,1007.0791666666668,28.925,37.0,24.0,69.5,2014,0,0.0,2.6,1006.9375,1.7714285714285716,27.588690476190475,70.13690476190476,0.1416666666667652,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-31,2.2,1007.0708333333332,26.45,31.6,23.2,71.33333333333333,2014,0,0.7999999999999999,0.0,1007.0791666666668,1.885714285714286,27.311904761904763,71.32738095238095,-0.008333333333553128,1,0,0,0,0,0,0,0,0,0,0,0
